freq,s11_real,s11_imag,s21_real,s21_imag,s22_real,s22_imag
14.85117057,-0.27769004,0.9606707,0.00018967873,5.4828249e-05,-0.27769004,0.9606707
14.86287625,-0.26856798,0.96326071,0.00020786945,5.7956354e-05,-0.26856798,0.96326071
14.87458194,-0.25920694,0.96582178,0.00022803238,6.1199257e-05,-0.25920694,0.96582178
14.88628763,-0.24959658,0.96834987,0.00025040762,6.4543703e-05,-0.24959658,0.96834987
14.89799331,-0.23972597,0.97084055,0.0002752679,6.7970857e-05,-0.23972597,0.97084055
14.909699,-0.22958348,0.97328892,0.00030292348,7.1454862e-05,-0.22958348,0.97328892
14.92140468,-0.21915679,0.97568959,0.00033372786,7.4961059e-05,-0.21915679,0.97568959
14.93311037,-0.20843279,0.97803662,0.00036808449,7.8443768e-05,-0.20843279,0.97803662
14.94481605,-0.19739755,0.98032343,0.00040645462,8.1843546e-05,-0.19739755,0.98032343
14.95652174,-0.18603623,0.98254278,0.00044936641,8.5083761e-05,-0.18603623,0.98254278
14.96822742,-0.17433303,0.98468662,0.00049742581,8.806634e-05,-0.17433303,0.98468662
14.97993311,-0.16227105,0.98674606,0.00055132923,9.0666462e-05,-0.16227105,0.98674606
14.9916388,-0.1498323,0.98871123,0.00061187853,9.2725929e-05,-0.1498323,0.98871123
15.55351171,0.11401049,0.026995532,-0.22882329,0.96639161,0.11401049,0.026995532
15.56521739,0.10301983,0.0014850641,-0.014337117,0.99457486,0.10301983,0.0014850641
15.57692308,0.077149783,-0.015238242,0.19317137,0.97800845,0.077149783,-0.015238242
15.58862876,0.046470839,-0.019494996,0.38635707,0.92097156,0.046470839,-0.019494996
15.60033445,0.019414606,-0.013079439,0.55857353,0.82912461,0.019414606,-0.013079439
15.61204013,0.0011326978,-0.0011258779,0.70496751,0.7092378,0.0011326978,-0.0011258779
15.62374582,-0.0069632328,0.010082841,0.82278661,0.5682183,-0.0069632328,0.010082841
15.63545151,-0.0067344377,0.014879206,0.91090894,0.41228407,-0.0067344377,0.014879206
15.64715719,-0.0023764734,0.0093347507,0.9690434,0.24670245,-0.0023764734,0.0093347507
15.65886288,0.00062352996,-0.0081717002,0.99706805,0.076079858,0.00062352996,-0.0081717002
15.67056856,-0.0035121404,-0.03675821,0.9947875,-0.095049064,-0.0035121404,-0.03675821
15.68227425,-0.019883209,-0.073116969,0.96218303,-0.26165317,-0.019883209,-0.073116969
15.69397993,-0.051963475,-0.11190095,0.90005017,-0.41795654,-0.051963475,-0.11190095
15.70568562,-0.1007854,-0.14651278,0.81075811,-0.55771641,-0.1007854,-0.14651278
15.7173913,-0.16450923,-0.17028841,0.6987549,-0.67504086,-0.16450923,-0.17028841
15.72909699,-0.23863608,-0.17784228,0.57047913,-0.76549233,-0.23863608,-0.17784228
15.74080268,-0.31691627,-0.1661501,0.43358334,-0.82702098,-0.31691627,-0.1661501
15.75250836,-0.39267966,-0.13497953,0.29572223,-0.860309,-0.39267966,-0.13497953
15.76421405,-0.46011014,-0.086563246,0.16337669,-0.8683971,-0.46011014,-0.086563246
15.77591973,-0.51506036,-0.024746259,0.041117671,-0.85580943,-0.51506036,-0.024746259
