freq,s11_real,s11_imag,s21_real,s21_imag,s22_real,s22_imag
14.85117057,0.20870692,0.97797805,0.00058258545,-0.00012432755,0.20870692,0.97797805
14.86287625,0.2237069,0.97465625,0.00063641593,-0.00014607266,0.2237069,0.97465625
14.87458194,0.23902464,0.97101324,0.00069574219,-0.00017126392,0.23902464,0.97101324
14.88628763,0.25466861,0.96702807,0.00076117481,-0.00020045678,0.25466861,0.96702807
14.89799331,0.27064736,0.96267817,0.00083339662,-0.00023430114,0.27064736,0.96267817
14.909699,0.28696952,0.95793924,0.00091317153,-0.00027355847,0.28696952,0.95793924
14.92140468,0.30364377,0.95278505,0.0010013543,-0.00031912233,0.30364377,0.95278505
14.93311037,0.32067879,0.94718729,0.0010989013,-0.00037204293,0.32067879,0.94718729
14.94481605,0.33808319,0.94111536,0.001206883,-0.00043355667,0.33808319,0.94111536
14.95652174,0.35586546,0.93453612,0.0013264966,-0.00050512155,0.35586546,0.93453612
14.96822742,0.3740339,0.9274137,0.0014590813,-0.00058846,0.3740339,0.9274137
14.97993311,0.39259651,0.91970916,0.0016061331,-0.0006856105,0.39259651,0.91970916
14.9916388,0.41156084,0.91138022,0.0017693226,-0.00079899023,0.41156084,0.91138022
15.55351171,0.022061814,-0.038117639,0.86464844,0.5004432,0.022061814,-0.038117639
15.56521739,0.0098605667,-0.026523225,0.93694512,0.34832905,0.0098605667,-0.026523225
15.57692308,0.002140736,-0.011017163,0.98157843,0.1907297,0.002140736,-0.011017163
15.58862876,-0.00018066086,0.0056027051,0.99946482,0.032228034,-0.00018066086,0.0056027051
15.60033445,0.0025875236,0.020858272,0.99217393,-0.12308179,0.0025875236,0.020858272
15.61204013,0.0092964854,0.032905965,0.9617698,-0.27171606,0.0092964854,0.032905965
15.62374582,0.018346203,0.040664623,0.91061829,-0.41083347,0.018346203,0.040664623
15.63545151,0.028022073,0.043799911,0.84121808,-0.53819,0.028022073,0.043799911
15.64715719,0.03675173,0.042615433,0.75608436,-0.65205036,0.03675173,0.042615433
15.65886288,0.043276821,0.037895134,0.65768859,-0.75109041,0.043276821,0.037895134
15.67056856,0.046747965,0.030730036,0.54844178,-0.83431523,0.046747965,0.030730036
15.68227425,0.046756476,0.022350757,0.43070264,-0.90100472,0.046756476,0.022350757
15.69397993,0.043316761,0.013978564,0.30679224,-0.95068753,0.043316761,0.013978564
15.70568562,0.036811785,0.0067024,0.17900184,-0.98313697,0.036811785,0.0067024
15.7173913,0.027912534,0.0013863316,0.049586469,-0.99837876,0.027912534,0.0013863316
15.72909699,0.017481663,-0.0013901352,-0.079257203,-0.99669993,0.017481663,-0.0013901352
15.74080268,0.0064711991,-0.0013583478,-0.20542525,-0.97865047,0.0064711991,-0.0013583478
15.75250836,-0.0041762047,0.0014448155,-0.32694696,-0.94503236,-0.0041762047,0.0014448155
15.76421405,-0.01361406,0.0067096802,-0.44202412,-0.89687475,-0.01361406,0.0067096802
15.77591973,-0.021160364,0.013907596,-0.54906284,-0.8353974,-0.021160364,0.013907596
15.78762542,-0.026343537,0.022358187,-0.64669363,-0.76196685,-0.026343537,0.022358187
15.7993311,-0.028924832,0.031302101,-0.73377833,-0.67805081,-0.028924832,0.031302101
15.81103679,-0.028898636,0.039972078,-0.80940488,-0.58517591,-0.028898636,0.039972078
15.82274247,-0.026473897,0.047656622,-0.87287288,-0.48489268,-0.026473897,0.047656622
15.83444816,-0.022040996,0.053752384,-0.92367397,-0.37874961,-0.022040996,0.053752384
15.84615385,-0.01612864,0.057803073,-0.96147089,-0.26827671,-0.01612864,0.057803073
15.85785953,-0.0093551051,0.059524184,-0.98607886,-0.15497687,-0.0093551051,0.059524184
15.86956522,-0.0023775998,0.058813825,-0.99745143,-0.040322838,-0.0023775998,0.058813825
15.8812709,0.0041570916,0.055750585,-0.99567191,0.074243154,0.0041570916,0.055750585
15.89297659,0.0096580805,0.050579763,-0.98095024,0.18731002,0.0096580805,0.050579763
15.90468227,0.013629768,0.043689527,-0.95362396,0.2975009,0.013629768,0.043689527
15.91638796,0.015703311,0.035578837,-0.91416145,0.40348036,0.015703311,0.035578837
15.92809365,0.015658631,0.026819225,-0.86316492,0.50396613,0.015658631,0.026819225
15.93979933,0.013435853,0.018012872,-0.80137121,0.59774509,0.013435853,0.018012872
15.95150502,0.0091356024,0.0097496753,-0.72964824,0.68369213,0.0091356024,0.0097496753
15.9632107,0.0030082598,0.0025661733,-0.64898614,0.76078995,0.0030082598,0.0025661733
15.97491639,-0.0045669153,-0.0030908467,-0.56048282,0.82814769,-0.0045669153,-0.0030908467
15.98662207,-0.013111133,-0.0068935834,-0.46532459,0.88501616,-0.013111133,-0.0068935834
15.99832776,-0.022081564,-0.0086533742,-0.36476333,0.93079817,-0.022081564,-0.0086533742
16.01003344,-0.030910213,-0.0083306334,-0.26009211,0.96505298,-0.030910213,-0.0083306334
16.02173913,-0.039043291,-0.0060343024,-0.15262141,0.98749477,-0.039043291,-0.0060343024
16.03344482,-0.045978342,-0.0020113672,-0.043657865,0.99798594,-0.045978342,-0.0020113672
16.0451505,-0.051296787,0.0033723165,0.065512937,0.99652663,-0.051296787,0.0033723165
16.05685619,-0.054690096,0.0096581805,0.17363895,0.9832422,-0.054690096,0.0096581805
16.06856187,-0.055978388,0.016326125,0.27950931,0.95837071,-0.055978388,0.016326125
16.08026756,-0.055120825,0.022828722,0.38195789,0.92225198,-0.055120825,0.022828722
16.09197324,-0.052217594,0.028626507,0.47986398,0.8753196,-0.052217594,0.028626507
16.10367893,-0.047503626,0.033222581,0.57215172,0.81809662,-0.047503626,0.033222581
16.11538462,-0.041334456,0.036194867,0.65779008,0.75119479,-0.041334456,0.036194867
16.1270903,-0.034164805,0.037224433,0.73579492,0.67531693,-0.034164805,0.037224433
16.13879599,-0.026520722,0.036118403,0.80523452,0.59126093,-0.026520722,0.036118403
16.15050167,-0.018966412,0.032825959,0.86523915,0.49992394,-0.018966412,0.032825959
16.16220736,-0.01206723,0.027446095,0.91501476,0.40230472,-0.01206723,0.027446095
16.17391304,-0.0063507661,0.020226021,0.95385999,0.2995024,-0.0063507661,0.020226021
16.18561873,-0.002268387,0.011549503,0.98118511,0.19271025,-0.002268387,0.011549503
16.19732441,-0.00015989916,0.0019151139,0.99653071,0.083203628,-0.00015989916,0.0019151139
16.2090301,-0.00022414156,-0.0080948902,0.9995841,-0.027677748,-0.00022414156,-0.0080948902
16.22073579,-0.0024981399,-0.017853452,0.99019104,-0.13855224,-0.0024981399,-0.017853452
16.23244147,-0.006846969,-0.026732929,0.96836141,-0.24802148,-0.006846969,-0.026732929
16.24414716,-0.012965695,-0.034151594,0.93426782,-0.35469594,-0.012965695,-0.034151594
16.25585284,-0.020393822,-0.039619088,0.88823765,-0.457218,-0.020393822,-0.039619088
16.26755853,-0.028541682,-0.042777478,0.83073991,-0.55428031,-0.028541682,-0.042777478
16.27926421,-0.036727376,-0.043434983,0.76236926,-0.64463759,-0.036727376,-0.043434983
16.2909699,-0.044222235,-0.041589931,0.68383034,-0.72711123,-0.044222235,-0.041589931
16.30267559,-0.050302454,-0.037443139,0.59592546,-0.80058761,-0.050302454,-0.037443139
16.31438127,-0.054304399,-0.031397348,0.49954851,-0.86401188,-0.054304399,-0.031397348
16.32608696,-0.055681017,-0.024042687,0.39568695,-0.9163806,-0.055681017,-0.024042687
16.33779264,-0.05405656,-0.016127201,0.2854324,-0.95673724,-0.05405656,-0.016127201
16.34949833,-0.049276353,-0.0085116095,0.1699986,-0.98417472,-0.049276353,-0.0085116095
16.36120401,-0.041447447,-0.002107718,0.050743402,-0.99784907,-0.041447447,-0.002107718
16.3729097,-0.030964867,0.0021992111,-0.070810189,-0.99700665,-0.030964867,0.0021992111
16.38461538,-0.018517032,0.0036421716,-0.19296079,-0.98102497,-0.018517032,0.0036421716
16.39632107,-0.005063373,0.0016736168,-0.31383017,-0.94946416,-0.005063373,0.0016736168
16.40802676,0.0082221771,-0.00393176,-0.43138529,-0.90212176,0.0082221771,-0.00393176
16.41973244,0.0200458,-0.012983928,-0.54348325,-0.83908017,0.0200458,-0.012983928
16.43143813,0.029126419,-0.024807654,-0.64793507,-0.7607341,0.029126419,-0.024807654
16.44314381,0.034361193,-0.038209575,-0.74257706,-0.66778638,0.034361193,-0.038209575
16.4548495,0.035014462,-0.051493538,-0.82533023,-0.56120622,0.035014462,-0.051493538
16.46655518,0.030919148,-0.06253154,-0.89422222,-0.44215431,0.030919148,-0.06253154
16.47826087,0.022682303,-0.068895046,-0.94734425,-0.31189397,0.022682303,-0.068895046
16.48996656,0.011892404,-0.068054998,-0.98271912,-0.17172717,0.011892404,-0.068054998
16.50167224,0.0013301207,-0.057674369,-0.99806917,-0.023018067,0.0013301207,-0.057674369
16.51337793,-0.0048260242,-0.036049205,-0.99050187,0.1326017,-0.0048260242,-0.036049205
16.52508361,-0.00085700275,-0.0027995098,-0.95619491,0.29271612,-0.00085700275,-0.0027995098
16.5367893,0.020389935,0.040059679,-0.89029904,0.4531524,0.020389935,0.040059679
16.54849498,0.06671403,0.086624371,-0.78752085,0.60651164,0.06671403,0.086624371
17.5083612,-0.99749264,0.070763587,-6.8698254e-05,-0.00096837944,-0.99749264,0.070763587
17.52006689,-0.99682137,0.079663676,-7.4041272e-05,-0.00092646895,-0.99682137,0.079663676
17.53177258,-0.9960822,0.088427725,-7.872337e-05,-0.0008867688,-0.9960822,0.088427725
17.54347826,-0.99527826,0.097059001,-8.2808104e-05,-0.00084914438,-0.99527826,0.097059001
17.55518395,-0.99441253,0.10556067,-8.6352966e-05,-0.00081347028,-0.99441253,0.10556067
17.56688963,-0.9934878,0.11393582,-8.9409993e-05,-0.00077962958,-0.9934878,0.11393582
17.57859532,-0.99250676,0.12218743,-9.2026297e-05,-0.00074751323,-0.99250676,0.12218743
17.590301,-0.99147193,0.1303184,-9.4244557e-05,-0.00071701949,-0.99147193,0.1303184
17.60200669,-0.99038573,0.13833154,-9.6103447e-05,-0.00068805335,-0.99038573,0.13833154
17.61371237,-0.98925045,0.1462296,-9.7638025e-05,-0.00066052607,-0.98925045,0.1462296
17.62541806,-0.98806827,0.15401521,-9.8880083e-05,-0.0006343547,-0.98806827,0.15401521
17.63712375,-0.98684125,0.16169096,-9.9858461e-05,-0.0006094617,-0.98684125,0.16169096
17.64882943,-0.98557137,0.16925935,-0.00010059933,-0.0005857745,-0.98557137,0.16925935
17.66053512,-0.98426049,0.17672282,-0.00010112643,-0.0005632252,-0.98426049,0.17672282
17.6722408,-0.98291041,0.18408372,-0.00010146132,-0.0005417502,-0.98291041,0.18408372
