freq,s11_real,s11_imag,s21_real,s21_imag,s22_real,s22_imag
14.85117057,0.20315336,0.97914675,0.0005779881,-0.00011992097,0.20315336,0.97914675
14.86287625,0.2180728,0.97593229,0.00063143544,-0.00014109472,0.2180728,0.97593229
14.87458194,0.2333093,0.97240232,0.00069034779,-0.00016563572,0.2333093,0.97240232
14.88628763,0.24887142,0.96853622,0.00075533397,-0.00019408777,0.24887142,0.96853622
14.89799331,0.26476785,0.9643118,0.00082707519,-0.00022708725,0.26476785,0.9643118
14.909699,0.28100737,0.95970514,0.00090633391,-0.00026537996,0.28100737,0.95970514
14.92140468,0.29759885,0.95469044,0.00099396384,-0.00030984126,0.29759885,0.95469044
14.93311037,0.31455114,0.94923983,0.0010909209,-0.00036150024,0.31455114,0.94923983
14.94481605,0.33187312,0.94332318,0.0011982757,-0.00042156866,0.33187312,0.94332318
14.95652174,0.34957354,0.93690787,0.0013172267,-0.00049147586,0.34957354,0.93690787
14.96822742,0.36766101,0.92995858,0.0014491157,-0.00057291082,0.36766101,0.92995858
14.97993311,0.38614389,0.92243694,0.0015954433,-0.00066787295,0.38614389,0.92243694
14.9916388,0.40503016,0.9143013,0.0017578872,-0.00077873378,0.40503016,0.9143013
15.55351171,0.021690595,-0.036549376,0.85918713,0.50989325,0.021690595,-0.036549376
15.56521739,0.0092043095,-0.023969043,0.93322762,0.35836709,0.0092043095,-0.023969043
15.57692308,0.001531329,-0.0074615096,0.97955456,0.20103443,0.001531329,-0.0074615096
15.58862876,-0.00042871272,0.010067521,0.99904382,0.042543024,-0.00042871272,0.010067521
15.60033445,0.0029624169,0.026048927,0.99325384,-0.1129579,0.0029624169,0.026048927
15.61204013,0.010479243,0.038575033,0.96425382,-0.26194794,0.010479243,0.038575033
15.62374582,0.02043405,0.046530774,0.91441814,-0.40156792,0.02043405,0.046530774
15.63545151,0.03102417,0.049576389,0.84624808,-0.52956951,0.03102417,0.049576389
15.64715719,0.040596333,0.048034286,0.76225102,-0.64421893,0.040596333,0.048034286
15.65886288,0.047823215,0.042726494,0.66488026,-0.74419193,0.047823215,0.042726494
15.67056856,0.051801344,0.034796681,0.55652168,-0.82848623,0.051801344,0.034796681
15.68227425,0.052084735,0.025538273,0.43950677,-0.8963642,0.052084735,0.025538273
15.69397993,0.04866855,0.016241194,0.31613261,-0.94732664,0.04866855,0.016241194
15.70568562,0.041935128,0.008064408,0.18867423,-0.98111082,0.041935128,0.008064408
15.7173913,0.032573062,0.0019386787,0.059381077,-0.99770192,0.032573062,0.0019386787
15.72909699,0.021479227,-0.0014977281,-0.069544114,-0.99734649,0.021479227,-0.0014977281
15.74080268,0.0096535701,-0.0019294249,-0.19598072,-0.98055833,0.0096535701,-0.0019294249
15.75250836,-0.0019036794,0.00063836737,-0.31793331,-0.94811095,-0.0019036794,0.00063836737
15.76421405,-0.012283511,0.0059109114,-0.43357451,-0.9010146,-0.012283511,0.0059109114
15.77591973,-0.02074129,0.013357677,-0.54128068,-0.84047998,-0.02074129,0.013357677
15.78762542,-0.026747073,0.022280906,-0.63965538,-0.76787313,-0.026747073,0.022280906
15.7993311,-0.030011556,0.031890764,-0.72753876,-0.68466754,-0.030011556,0.031890764
15.81103679,-0.030488831,0.041379424,-0.80400352,-0.59239894,-0.030488831,0.041379424
15.82274247,-0.028359216,0.049987989,-0.86834047,-0.49262743,-0.028359216,0.049987989
15.83444816,-0.023996616,0.057061968,-0.92003776,-0.38690906,-0.023996616,0.057061968
15.84615385,-0.01792522,0.062092985,-0.95875819,-0.27677767,-0.01792522,0.062092985
15.85785953,-0.010770094,0.064745912,-0.98431838,-0.16373546,-0.010770094,0.064745912
15.86956522,-0.0032056077,0.064871753,-0.99667237,-0.049250104,-0.0032056077,0.064871753
15.8812709,0.0040950618,0.062507289,-0.99590119,0.065244821,0.0040950618,0.062507289
15.89297659,0.010506708,0.057862866,-0.98220832,0.17834886,0.010506708,0.057862866
15.90468227,0.015493011,0.051299926,-0.95591995,0.28869591,0.015493011,0.051299926
15.91638796,0.018639774,0.04330008,-0.91748827,0.3949594,0.018639774,0.04330008
15.92809365,0.019678965,0.034427726,-0.86749531,0.49586224,0.019678965,0.034427726
15.93979933,0.01850243,0.025288542,-0.80665504,0.59019133,0.01850243,0.025288542
15.95150502,0.015164587,0.016486442,-0.73581172,0.67681559,0.015164587,0.016486442
15.9632107,0.0098740629,0.0085817881,-0.65593306,0.75470569,0.0098740629,0.0085817881
15.97491639,0.0029749784,0.0020536749,-0.56809768,0.82295319,0.0029749784,0.0020536749
15.98662207,-0.0050806416,-0.002731158,-0.47347736,0.8807871,-0.0050806416,-0.002731158
15.99832776,-0.013767161,-0.0055407168,-0.37331522,0.92758585,-0.013767161,-0.0055407168
16.01003344,-0.022523657,-0.0062901172,-0.26890176,0.96288367,-0.022523657,-0.0062901172
16.02173913,-0.0307934,-0.0050434352,-0.16155079,0.98637096,-0.0307934,-0.0050434352
16.03344482,-0.038061662,-0.0020054111,-0.052577266,0.99788923,-0.038061662,-0.0020054111
16.0451505,-0.043889403,0.0024958968,0.05672125,0.99742177,-0.043889403,0.0024958968
16.05685619,-0.047940884,0.0080338696,0.1650787,0.9850818,-0.047940884,0.0080338696
16.06856187,-0.050003843,0.014113551,0.27126981,0.96109995,-0.050003843,0.014113551
16.08026756,-0.05000148,0.020205285,0.37411518,0.92581285,-0.05000148,0.020205285
16.09197324,-0.047995965,0.02577977,0.4724831,0.8796542,-0.047995965,0.02577977
16.10367893,-0.04418359,0.030342659,0.56528983,0.82314916,-0.04418359,0.030342659
16.11538462,-0.038881937,0.033466989,0.6514998,0.75691226,-0.038881937,0.033466989
16.1270903,-0.032509724,0.034821833,0.73012749,0.6816483,-0.032509724,0.034821833
16.13879599,-0.02556015,0.03419566,0.80024227,0.59815521,-0.02556015,0.03419566
16.15050167,-0.018568901,0.031512976,0.86097684,0.50732732,-0.018568901,0.031512976
16.16220736,-0.012078271,0.026842929,0.91153967,0.41015729,-0.012078271,0.026842929
16.17391304,-0.0065992696,0.020398814,0.95123056,0.3077349,-0.0065992696,0.020398814
16.18561873,-0.0025739877,0.012527805,0.97945818,0.20124142,-0.0025739877,0.012527805
16.19732441,-0.00034077496,0.0036908239,0.99575778,0.091938638,-0.00034077496,0.0036908239
16.2090301,-0.00010494045,-0.0055667982,0.99980687,-0.018847491,-0.00010494045,-0.0055667982
16.22073579,-0.0019175331,-0.014652387,0.99143692,-0.12974767,-0.0019175331,-0.014652387
16.23244147,-0.0056643372,-0.022968469,0.97063947,-0.23937291,-0.0056643372,-0.022968469
16.24414716,-0.011066513,-0.029957907,0.93756575,-0.34633873,-0.011066513,-0.029957907
16.25585284,-0.017693427,-0.035148421,0.89252024,-0.44928738,-0.017693427,-0.035148421
16.26755853,-0.024987296,-0.038193243,0.8359491,-0.54690585,-0.024987296,-0.038193243
16.27926421,-0.032298413,-0.038904952,0.76842601,-0.63793784,-0.032298413,-0.038904952
16.2909699,-0.038929133,-0.037279999,0.69063793,-0.72118928,-0.038929133,-0.037279999
16.30267559,-0.044184352,-0.033511953,0.60337403,-0.7955278,-0.044184352,-0.033511953
16.31438127,-0.047426058,-0.027991973,0.50752026,-0.85987813,-0.047426058,-0.027991973
16.32608696,-0.048129344,-0.0212953,0.40406158,-0.91321647,-0.048129344,-0.0212953
16.33779264,-0.045937023,-0.014152705,0.29409207,-0.95456762,-0.045937023,-0.014152705
16.34949833,-0.040709453,-0.0074059879,0.17883202,-0.98300915,-0.040709453,-0.0074059879
