freq,s11_real,s11_imag,s21_real,s21_imag,s22_real,s22_imag
14.85117057,0.20772879,0.97818628,0.00057684598,-0.00012249969,0.20772879,0.97818628
14.86287625,0.22267671,0.97489213,0.00063006055,-0.00014391316,0.22267671,0.97489213
14.87458194,0.23794018,0.97127955,0.00068869984,-0.00016871493,0.23794018,0.97127955
14.88628763,0.25352756,0.96732785,0.00075336581,-0.00019745012,0.25352756,0.96732785
14.89799331,0.26944733,0.96301475,0.00082473157,-0.0002307563,0.26944733,0.96301475
14.909699,0.28570805,0.95831624,0.00090355014,-0.00026938033,0.28570805,0.95831624
14.92140468,0.3023183,0.95320646,0.00099066403,-0.00031419832,0.3023183,0.95320646
14.93311037,0.31928669,0.94765748,0.0010870161,-0.00036623967,0.31928669,0.94765748
14.94481605,0.33662175,0.9416391,0.0011936613,-0.00042671586,0.33662175,0.9416391
14.95652174,0.35433191,0.93511867,0.00131178,-0.0004970551,0.35433191,0.93511867
14.96822742,0.37242541,0.92806083,0.0014426922,-0.000578944,0.37242541,0.92806083
14.97993311,0.39091019,0.92042721,0.0015878734,-0.00067437805,0.39091019,0.92042721
14.9916388,0.4097938,0.91217617,0.0017489709,-0.00078572259,0.4097938,0.91217617
15.55351171,0.028160627,-0.046431185,0.85376871,0.51781282,0.028160627,-0.046431185
15.56521739,0.013919233,-0.035253894,0.92945784,0.36697621,0.013919233,-0.035253894
15.57692308,0.0041830378,-0.01947436,0.97750587,0.20996551,0.0041830378,-0.01947436
15.58862876,0.00010231652,-0.0019871696,0.99867512,0.051420352,0.00010231652,-0.0019871696
15.60033445,0.0015308922,0.014572736,0.99442054,-0.10446567,0.0015308922,0.014572736
15.61204013,0.0074064534,0.028179106,0.96674077,-0.25409324,0.0074064534,0.028179106
15.62374582,0.016146515,0.037570897,0.91798025,-0.39451233,0.016146515,0.037570897
15.63545151,0.025999635,0.042256152,0.85064676,-0.52339137,0.025999635,0.042256152
15.64715719,0.035318817,0.042413499,0.76727944,-0.63893344,0.035318817,0.042413499
15.65886288,0.042748392,0.038738029,0.67037539,-0.73977616,0.042748392,0.038738029
15.67056856,0.047331188,0.032267281,0.5623644,-0.82490294,0.047331188,0.032267281
15.68227425,0.048549611,0.024210865,0.44561325,-0.89358021,0.048549611,0.024210865
15.69397993,0.046315184,0.01579766,0.32244081,-0.94532389,0.046315184,0.01579766
15.70568562,0.040919602,0.0081484718,0.19512906,-0.97988971,0.040919602,0.0081484718
15.7173913,0.032958568,0.0021786061,0.065921429,-0.99727797,0.032958568,0.0021786061
15.72909699,0.023238616,-0.0014672142,-0.062994353,-0.99774221,0.023238616,-0.0014672142
15.74080268,0.012676628,-0.0024469831,-0.18951649,-0.98179265,0.012676628,-0.0024469831
15.75250836,0.002201315,-0.00072204317,-0.31166697,-0.95018858,0.002201315,-0.00072204317
15.76421405,-0.0073349402,0.0034700519,-0.42763,-0.90391744,-0.0073349402,0.0034700519
15.77591973,-0.01522721,0.0096646225,-0.53578473,-0.84416198,-0.01522721,0.0096646225
