freq,s11_real,s11_imag,s21_real,s21_imag,s22_real,s22_imag,a,b,a2_1,a2_2,a2_3,a2_4,a2_5,a2_6,a2_7,a2_8,a2_9,a2_10,a2_11,a2_12,a2_13,a2_14,a2_15,l_1,l_2,l_3,l_4,l_5,l_6,l_7,l_8,l_9,l_10,l_11,l_12,l_13,l_14,l_15,order
14.85117057,-0.34280892,0.93940512,0.00025818011,9.4215415e-05,-0.34280892,0.93940512,15.799,7.899,7.288528064897094,5.630466386306729,4.749136461145955,4.630578252026256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.01918688862019,10.285468486828126,10.505813481723944,10.539060828007052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.86287625,-0.33420892,0.94249897,0.00028394178,0.00010068539,-0.33420892,0.94249897,15.799,7.899,7.288528064897094,5.630466386306729,4.749136461145955,4.630578252026256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.01918688862019,10.285468486828126,10.505813481723944,10.539060828007052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.87458194,-0.32535429,0.94559213,0.00031263458,0.00010756964,-0.32535429,0.94559213,15.799,7.899,7.288528064897094,5.630466386306729,4.749136461145955,4.630578252026256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.01918688862019,10.285468486828126,10.505813481723944,10.539060828007052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.88628763,-0.3162319,0.94868185,0.00034463633,0.00011488045,-0.3162319,0.94868185,15.799,7.899,7.288528064897094,5.630466386306729,4.749136461145955,4.630578252026256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.01918688862019,10.285468486828126,10.505813481723944,10.539060828007052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.89799331,-0.30682763,0.95176502,0.00038037968,0.00012262585,-0.30682763,0.95176502,15.799,7.899,7.288528064897094,5.630466386306729,4.749136461145955,4.630578252026256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.01918688862019,10.285468486828126,10.505813481723944,10.539060828007052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.909699,-0.29712633,0.95483808,0.000420361,0.00013080785,-0.29712633,0.95483808,15.799,7.899,7.288528064897094,5.630466386306729,4.749136461145955,4.630578252026256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.01918688862019,10.285468486828126,10.505813481723944,10.539060828007052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.92140468,-0.28711168,0.95789699,0.00046515086,0.00013942026,-0.28711168,0.95789699,15.799,7.899,7.288528064897094,5.630466386306729,4.749136461145955,4.630578252026256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.01918688862019,10.285468486828126,10.505813481723944,10.539060828007052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.93311037,-0.2767661,0.96093717,0.00051540645,0.00014844575,-0.2767661,0.96093717,15.799,7.899,7.288528064897094,5.630466386306729,4.749136461145955,4.630578252026256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.01918688862019,10.285468486828126,10.505813481723944,10.539060828007052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.94481605,-0.2660706,0.96395336,0.00057188635,0.00015785219,-0.2660706,0.96395336,15.799,7.899,7.288528064897094,5.630466386306729,4.749136461145955,4.630578252026256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.01918688862019,10.285468486828126,10.505813481723944,10.539060828007052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.95652174,-0.25500464,0.9669396,0.00063546799,0.00016758781,-0.25500464,0.9669396,15.799,7.899,7.288528064897094,5.630466386306729,4.749136461145955,4.630578252026256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.01918688862019,10.285468486828126,10.505813481723944,10.539060828007052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
