freq,s11_real,s11_imag,s21_real,s21_imag,s22_real,s22_imag,a,b,a2_1,a2_2,a2_3,a2_4,a2_5,a2_6,a2_7,a2_8,a2_9,a2_10,a2_11,a2_12,a2_13,a2_14,a2_15,l_1,l_2,l_3,l_4,l_5,l_6,l_7,l_8,l_9,l_10,l_11,l_12,l_13,l_14,l_15,order
14.85117057,0.25579358,0.96673111,0.00075753506,-0.00020044105,0.25579358,0.96673111,15.799,7.899,8.027968877198504,5.441843703986985,4.8992620067009645,4.761090656163161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.988710642288005,10.290503193770627,10.521985876094936,10.552895495978982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.86287625,0.27139463,0.96246777,0.00082889843,-0.00023373103,0.27139463,0.96246777,15.799,7.899,8.027968877198504,5.441843703986985,4.8992620067009645,4.761090656163161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.988710642288005,10.290503193770627,10.521985876094936,10.552895495978982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.87458194,0.28732118,0.95783383,0.00090768686,-0.0002722786,0.28732118,0.95783383,15.799,7.899,8.027968877198504,5.441843703986985,4.8992620067009645,4.761090656163161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.988710642288005,10.290503193770627,10.521985876094936,10.552895495978982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.88628763,0.30358133,0.95280496,0.00099473954,-0.00031694247,0.30358133,0.95280496,15.799,7.899,8.027968877198504,5.441843703986985,4.8992620067009645,4.761090656163161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.988710642288005,10.290503193770627,10.521985876094936,10.552895495978982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.89799331,0.32018325,0.94735493,0.0010909962,-0.00036873057,0.32018325,0.94735493,15.799,7.899,8.027968877198504,5.441843703986985,4.8992620067009645,4.761090656163161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.988710642288005,10.290503193770627,10.521985876094936,10.552895495978982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.909699,0.33713505,0.94145544,0.0011975095,-0.00042882795,0.33713505,0.94145544,15.799,7.899,8.027968877198504,5.441843703986985,4.8992620067009645,4.761090656163161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.988710642288005,10.290503193770627,10.521985876094936,10.552895495978982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.92140468,0.35444478,0.93507589,0.001315458,-0.00049863036,0.35444478,0.93507589,15.799,7.899,8.027968877198504,5.441843703986985,4.8992620067009645,4.761090656163161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.988710642288005,10.290503193770627,10.521985876094936,10.552895495978982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.93311037,0.37212037,0.92818317,0.001446162,-0.00057978462,0.37212037,0.92818317,15.799,7.899,8.027968877198504,5.441843703986985,4.8992620067009645,4.761090656163161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.988710642288005,10.290503193770627,10.521985876094936,10.552895495978982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.94481605,0.39016952,0.92074142,0.0015910991,-0.00067423746,0.39016952,0.92074142,15.799,7.899,8.027968877198504,5.441843703986985,4.8992620067009645,4.761090656163161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.988710642288005,10.290503193770627,10.521985876094936,10.552895495978982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.95652174,0.40859962,0.91271171,0.0017519225,-0.00078429463,0.40859962,0.91271171,15.799,7.899,8.027968877198504,5.441843703986985,4.8992620067009645,4.761090656163161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.988710642288005,10.290503193770627,10.521985876094936,10.552895495978982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.96822742,0.42741765,0.90405176,0.0019304803,-0.00091269261,0.42741765,0.90405176,15.799,7.899,8.027968877198504,5.441843703986985,4.8992620067009645,4.761090656163161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.988710642288005,10.290503193770627,10.521985876094936,10.552895495978982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.97993311,0.44663002,0.89471558,0.002128835,-0.0010626859,0.44663002,0.89471558,15.799,7.899,8.027968877198504,5.441843703986985,4.8992620067009645,4.761090656163161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.988710642288005,10.290503193770627,10.521985876094936,10.552895495978982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.9916388,0.4662424,0.88465302,0.0023492851,-0.0012381536,0.4662424,0.88465302,15.799,7.899,8.027968877198504,5.441843703986985,4.8992620067009645,4.761090656163161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.988710642288005,10.290503193770627,10.521985876094936,10.552895495978982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
