freq,s11_real,s11_imag,s21_real,s21_imag,s22_real,s22_imag,a,b,a2_1,a2_2,a2_3,a2_4,a2_5,a2_6,a2_7,a2_8,a2_9,a2_10,a2_11,a2_12,a2_13,a2_14,a2_15,l_1,l_2,l_3,l_4,l_5,l_6,l_7,l_8,l_9,l_10,l_11,l_12,l_13,l_14,l_15,order
14.85117057,0.20888686,0.97793963,0.00058435919,-0.0001248185,0.20888686,0.97793963,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.86287625,0.2238982,0.97461232,0.0006383821,-0.00014665585,0.2238982,0.97461232,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.87458194,0.23922781,0.9709632,0.00069792339,-0.00017195573,0.23922781,0.9709632,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.88628763,0.25488416,0.96697127,0.00076359647,-0.00020127655,0.25488416,0.96697127,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.89799331,0.27087583,0.9626139,0.00083608739,-0.00023527176,0.27087583,0.9626139,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.909699,0.28721148,0.95786672,0.00091616365,-0.00027470703,0.28721148,0.95786672,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.92140468,0.30389981,0.95270341,0.0010046841,-0.00032048096,0.30389981,0.95270341,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.93311037,0.3209495,0.94709559,0.0011026098,-0.00037364979,0.3209495,0.94709559,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.94481605,0.3383692,0.94101255,0.0012110163,-0.00043545711,0.3383692,0.94101255,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.95652174,0.35616742,0.93442107,0.0013311068,-0.00050736962,0.35616742,0.93442107,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.96822742,0.37435245,0.92728515,0.0014642269,-0.00059112015,0.37435245,0.92728515,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.97993311,0.39293232,0.91956572,0.0016118803,-0.00068875977,0.39293232,0.91956572,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
14.9916388,0.41191461,0.91122037,0.0017757457,-0.00080272083,0.41191461,0.91122037,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
15.55351171,0.021826992,-0.038317303,0.86806729,0.49448413,0.021826992,-0.038317303,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
15.56521739,0.0097081358,-0.026656638,0.93924742,0.34206645,0.0097081358,-0.026656638,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
15.57692308,0.0021001108,-0.011195868,0.98279433,0.18435168,0.0021001108,-0.011195868,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
15.58862876,-0.00013682951,0.0052806383,0.99965052,0.025902492,-0.00013682951,0.0052806383,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
15.60033445,0.0026489629,0.020324677,0.99140512,-0.12921216,0.0026489629,0.020324677,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
15.61204013,0.0092874809,0.032130096,0.96013324,-0.27753478,0.0092874809,0.032130096,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
15.62374582,0.018173987,0.039653552,0.90820441,-0.41624757,0.018173987,0.039653552,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
15.63545151,0.027602272,0.042594074,0.83811628,-0.54312518,0.027602272,0.042594074,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
15.64715719,0.036017669,0.041281432,0.75238126,-0.65644574,0.036017669,0.041281432,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
15.65886288,0.042185284,0.036517375,0.65346869,-0.7548944,0.042185284,0.036517375,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
15.67056856,0.045281962,0.029402209,0.54378948,-0.83748317,0.045281962,0.029402209,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
15.68227425,0.044925563,0.021167737,0.42570453,-0.90349836,0.044925563,0.021167737,15.799,7.899,7.98481451847289,5.440609950366005,4.855844100393465,4.734974625315894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.991803474351233,10.273924668810771,10.501272891995102,10.53744518433224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
